symbol,riscv_status,module,subcategory,priority,root_cause,riscv_supportability,reason,riscv_possible_path,arm64_file,arm64_line,prompt,depends_on,commit_hash,commit_title,commit_url,patch_url
CRYPTO_SM4_ARM64_CE_BLK,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,108,"Ciphers: SM4, modes: ECB/CBC/CTR/XTS (ARMv8 Crypto Extensions)",KERNEL_MODE_NEON,5b33e0ec881c609d96c9cce63fe15e0d0af457db,crypto: arm64/sm4 - add ARMv8 Crypto Extensions implementation,https://git.kernel.org/torvalds/c/5b33e0ec881c609d96c9cce63fe15e0d0af457db,https://git.kernel.org/torvalds/c/5b33e0ec881c609d96c9cce63fe15e0d0af457db.patch
CRYPTO_SM4_ARM64_CE_CCM,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,157,AEAD cipher: SM4 in CCM mode (ARMv8 Crypto Extensions),KERNEL_MODE_NEON,67fa3a7fdf80c80ee737840dfdd225260e5c1044,crypto: arm64/sm4 - add CE implementation for CCM mode,https://git.kernel.org/torvalds/c/67fa3a7fdf80c80ee737840dfdd225260e5c1044,https://git.kernel.org/torvalds/c/67fa3a7fdf80c80ee737840dfdd225260e5c1044.patch
CRYPTO_SM4_ARM64_CE_GCM,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,173,AEAD cipher: SM4 in GCM mode (ARMv8 Crypto Extensions),KERNEL_MODE_NEON,ae1b83c7d572101b3b5cfbf40415c4cc5d469bde,crypto: arm64/sm4 - add CE implementation for GCM mode,https://git.kernel.org/torvalds/c/ae1b83c7d572101b3b5cfbf40415c4cc5d469bde,https://git.kernel.org/torvalds/c/ae1b83c7d572101b3b5cfbf40415c4cc5d469bde.patch
CRYPTO_SM4_ARM64_CE,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,96,Ciphers: SM4 (ARMv8.2 Crypto Extensions),KERNEL_MODE_NEON,e99ce921c468ab5d2ccbe17c545061916f3ca82a,crypto: arm64 - add support for SM4 encryption using special instructions,https://git.kernel.org/torvalds/c/e99ce921c468ab5d2ccbe17c545061916f3ca82a,https://git.kernel.org/torvalds/c/e99ce921c468ab5d2ccbe17c545061916f3ca82a.patch
CRYPTO_SM4_ARM64_NEON_BLK,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,126,"Ciphers: SM4, modes: ECB/CBC/CTR (NEON)",KERNEL_MODE_NEON,4f1aef9b806f58ef76fdac0b4d9cfab6e66aeef1,crypto: arm64/sm4 - add ARMv8 NEON implementation,https://git.kernel.org/torvalds/c/4f1aef9b806f58ef76fdac0b4d9cfab6e66aeef1,https://git.kernel.org/torvalds/c/4f1aef9b806f58ef76fdac0b4d9cfab6e66aeef1.patch
DEBUG_EFI,ABSENT,启动/固件,EFI与安装流程,P1,固件与启动链差异,Partial,该项耦合 arm64 EFI/安装流程。RISC-V 需按自身固件链路适配。,RISC-V EFI/boot protocol 适配,arch/arm64/Kconfig.debug,11,UEFI debugging,EFI && DEBUG_INFO,757b435aaabe5e76fc8c85f767061c70a98c0218,efi: arm64: Add vmlinux debug link to the Image binary,https://git.kernel.org/torvalds/c/757b435aaabe5e76fc8c85f767061c70a98c0218,https://git.kernel.org/torvalds/c/757b435aaabe5e76fc8c85f767061c70a98c0218.patch
FUJITSU_ERRATUM_010001,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1257,Fujitsu-A64FX erratum E#010001: Undefined fault may occur wrongly,,3e32131abc311a5cb9fddecc72cbd0b95ffcc10d,arm64: Add workaround for Fujitsu A64FX erratum 010001,https://git.kernel.org/torvalds/c/3e32131abc311a5cb9fddecc72cbd0b95ffcc10d,https://git.kernel.org/torvalds/c/3e32131abc311a5cb9fddecc72cbd0b95ffcc10d.patch
GCC_SUPPORTS_DYNAMIC_FTRACE_WITH_ARGS,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,308,,"$(cc-option,-fpatchable-function-entry=2)",26299b3f6ba26bfc234b73126d14bdf4dec5275a,ftrace: arm64: move from REGS to ARGS,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a.patch
HISILICON_ERRATUM_161600802,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1276,Hip07 161600802: Erroneous redistributor VLPI base,,5c9a882e940dde2f3e80eb3c7635a3307be511b6,irqchip/gic-v3-its: Workaround HiSilicon Hip07 redistributor addressing,https://git.kernel.org/torvalds/c/5c9a882e940dde2f3e80eb3c7635a3307be511b6,https://git.kernel.org/torvalds/c/5c9a882e940dde2f3e80eb3c7635a3307be511b6.patch
HISILICON_ERRATUM_162100801,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1286,Hip09 162100801 erratum support,,f82e62d470cc990ebd9d691f931dd418e4e9cea9,irqchip/gicv3-its: Add workaround for hip09 ITS erratum 162100801,https://git.kernel.org/torvalds/c/f82e62d470cc990ebd9d691f931dd418e4e9cea9,https://git.kernel.org/torvalds/c/f82e62d470cc990ebd9d691f931dd418e4e9cea9.patch
HW_PERF_EVENTS,ABSENT,调度/拓扑,PMU与上下文标识,P1,寄存器语义差异,Partial,该项依赖 Arm PMU/ContextIDR 语义，RISC-V 需通过自身 PMU/trace 机制提供类似能力。,RISC-V PMU + task context 追踪,arch/arm64/Kconfig,1574,,ARM_PMU,8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,arm64: Build infrastructure,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a.patch
KERNEL_MODE_NEON,ABSENT,SIMD/向量,内核态向量,P0,向量上下文管理差异,Yes,Arm NEON 内核态使用开关。RISC-V 可通过 RVV 内核态管理机制实现。,RVV 内核态上下文抢占策略,arch/arm64/Kconfig,390,,,4cfb36136480c029a29dbf63a623506e6ed7282b,arm64: add support for kernel mode NEON,https://git.kernel.org/torvalds/c/4cfb36136480c029a29dbf63a623506e6ed7282b,https://git.kernel.org/torvalds/c/4cfb36136480c029a29dbf63a623506e6ed7282b.patch
KUSER_HELPERS,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1739,Enable kuser helpers page for 32-bit applications,,af1b3cf2c2a3f42bbb680812ff1bbd715ac8af69,arm64: compat: Add KUSER_HELPERS config option,https://git.kernel.org/torvalds/c/af1b3cf2c2a3f42bbb680812ff1bbd715ac8af69,https://git.kernel.org/torvalds/c/af1b3cf2c2a3f42bbb680812ff1bbd715ac8af69.patch
MITIGATE_SPECTRE_BRANCH_HISTORY,ABSENT,安全/隔离,硬化与投机缓解,P0,防护机制依赖差异,Partial,为 Arm 特定缓解路径；RISC-V 可实现同类防护但硬件和编译器前置条件不同。,RISC-V Spectre/CFI/ASLR 路线,arch/arm64/Kconfig,1692,Mitigate Spectre style attacks against branch history,,558c303c9734af5a813739cd284879227f7297d2,arm64: Mitigate spectre style branch history side channels,https://git.kernel.org/torvalds/c/558c303c9734af5a813739cd284879227f7297d2,https://git.kernel.org/torvalds/c/558c303c9734af5a813739cd284879227f7297d2.patch
NO_IOPORT_MAP,ABSENT,内存/MMU,地址映射模型,P0,地址空间模型差异,Partial,体现 Arm64 的地址翻译与 I/O 映射约束。RISC-V 需要独立实现同类约束。,RISC-V MMU/IOMMU 映射策略,arch/arm64/Kconfig,357,,,ce816fa88cca083c47ab9000b2138a83043a78be,Kconfig: rename HAS_IOPORT to HAS_IOPORT_MAP,https://git.kernel.org/torvalds/c/ce816fa88cca083c47ab9000b2138a83043a78be,https://git.kernel.org/torvalds/c/ce816fa88cca083c47ab9000b2138a83043a78be.patch
NVHE_EL2_DEBUG,ABSENT,虚拟化,Hypervisor与调试,P0,虚拟化模型差异,Partial,绑定 Arm EL2/nVHE/Xen 设计。RISC-V 应基于 H 扩展 + KVM + AIA 独立实现。,H扩展/KVM/嵌套虚拟化路线,arch/arm64/kvm/Kconfig,46,Debug mode for non-VHE EL2 object,KVM,8e049e0daf23aa380c264e5e15e4c64ea5497ed7,KVM: arm64: Introduce hyp_assert_lock_held(),https://git.kernel.org/torvalds/c/8e049e0daf23aa380c264e5e15e4c64ea5497ed7,https://git.kernel.org/torvalds/c/8e049e0daf23aa380c264e5e15e4c64ea5497ed7.patch
NVIDIA_CARMEL_CNP_ERRATUM,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1339,NVIDIA Carmel CNP: CNP on Carmel semantically different than ARM cores,,20109a859a9b514eb10c22b8a14b5704ffe93897,arm64: kernel: disable CNP on Carmel,https://git.kernel.org/torvalds/c/20109a859a9b514eb10c22b8a14b5704ffe93897,https://git.kernel.org/torvalds/c/20109a859a9b514eb10c22b8a14b5704ffe93897.patch
PID_IN_CONTEXTIDR,ABSENT,调度/拓扑,PMU与上下文标识,P1,寄存器语义差异,Partial,该项依赖 Arm PMU/ContextIDR 语义，RISC-V 需通过自身 PMU/trace 机制提供类似能力。,RISC-V PMU + task context 追踪,arch/arm64/Kconfig.debug,3,Write the current PID to the CONTEXTIDR register,,ec45d1cfd3cb65121fc52f39efc17d832f4f7b91,arm64: mm: update CONTEXTIDR register to contain PID of current process,https://git.kernel.org/torvalds/c/ec45d1cfd3cb65121fc52f39efc17d832f4f7b91,https://git.kernel.org/torvalds/c/ec45d1cfd3cb65121fc52f39efc17d832f4f7b91.patch
PROTECTED_NVHE_STACKTRACE,ABSENT,虚拟化,Hypervisor与调试,P0,虚拟化模型差异,Partial,绑定 Arm EL2/nVHE/Xen 设计。RISC-V 应基于 H 扩展 + KVM + AIA 独立实现。,H扩展/KVM/嵌套虚拟化路线,arch/arm64/kvm/Kconfig,56,Protected KVM hypervisor stacktraces,NVHE_EL2_DEBUG,72adac1bd234002a65cef738e0eebfd6c2ce2e30,KVM: arm64: Add PROTECTED_NVHE_STACKTRACE Kconfig,https://git.kernel.org/torvalds/c/72adac1bd234002a65cef738e0eebfd6c2ce2e30,https://git.kernel.org/torvalds/c/72adac1bd234002a65cef738e0eebfd6c2ce2e30.patch
PTDUMP_STAGE2_DEBUGFS,ABSENT,虚拟化,Hypervisor与调试,P0,虚拟化模型差异,Partial,绑定 Arm EL2/nVHE/Xen 设计。RISC-V 应基于 H 扩展 + KVM + AIA 独立实现。,H扩展/KVM/嵌套虚拟化路线,arch/arm64/kvm/Kconfig,69,Present the stage-2 pagetables to debugfs,KVM && DEBUG_KERNEL && DEBUG_FS && ARCH_HAS_PTDUMP,7c4f73548ed15476daf1101f66648085eda65067,KVM: arm64: Register ptdump with debugfs on guest creation,https://git.kernel.org/torvalds/c/7c4f73548ed15476daf1101f66648085eda65067,https://git.kernel.org/torvalds/c/7c4f73548ed15476daf1101f66648085eda65067.patch
QCOM_FALKOR_ERRATUM_1003,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1297,Falkor E1003: Incorrect translation due to ASID change,,38fd94b0275c91071157a03cc27676909b23dcde,arm64: Work around Falkor erratum 1003,https://git.kernel.org/torvalds/c/38fd94b0275c91071157a03cc27676909b23dcde,https://git.kernel.org/torvalds/c/38fd94b0275c91071157a03cc27676909b23dcde.patch
QCOM_FALKOR_ERRATUM_1009,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1308,Falkor E1009: Prematurely complete a DSB after a TLBI,,d9ff80f83ecbf4cbdf56d32d01c312498e4fb1cd,arm64: Work around Falkor erratum 1009,https://git.kernel.org/torvalds/c/d9ff80f83ecbf4cbdf56d32d01c312498e4fb1cd,https://git.kernel.org/torvalds/c/d9ff80f83ecbf4cbdf56d32d01c312498e4fb1cd.patch
QCOM_FALKOR_ERRATUM_E1041,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1329,Falkor E1041: Speculative instruction fetches might cause errant memory access,,932b50c7c1c65e6f23002e075b97ee083c4a9e71,arm64: Add software workaround for Falkor erratum 1041,https://git.kernel.org/torvalds/c/932b50c7c1c65e6f23002e075b97ee083c4a9e71,https://git.kernel.org/torvalds/c/932b50c7c1c65e6f23002e075b97ee083c4a9e71.patch
QCOM_QDF2400_ERRATUM_0065,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1319,QDF2400 E0065: Incorrect GITS_TYPER.ITT_Entry_size,,90922a2d03d84de36bf8a9979d62580102f31a92,irqchip/gicv3-its: Add workaround for QDF2400 ITS erratum 0065,https://git.kernel.org/torvalds/c/90922a2d03d84de36bf8a9979d62580102f31a92,https://git.kernel.org/torvalds/c/90922a2d03d84de36bf8a9979d62580102f31a92.patch
RANDOMIZE_MODULE_REGION_FULL,ABSENT,安全/隔离,硬化与投机缓解,P0,防护机制依赖差异,Partial,为 Arm 特定缓解路径；RISC-V 可实现同类防护但硬件和编译器前置条件不同。,RISC-V Spectre/CFI/ASLR 路线,arch/arm64/Kconfig,2316,Randomize the module region over a 2 GB range,RANDOMIZE_BASE,f80fb3a3d50843a401dac4b566b3b131da8077a2,arm64: add support for kernel ASLR,https://git.kernel.org/torvalds/c/f80fb3a3d50843a401dac4b566b3b131da8077a2,https://git.kernel.org/torvalds/c/f80fb3a3d50843a401dac4b566b3b131da8077a2.patch
ROCKCHIP_ERRATUM_3568002,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1349,Rockchip 3568002: GIC600 can not access physical addresses higher than 4GB,,2d81e1bb625238d40a686ed909ff3e1abab7556a,irqchip/gic-v3: Add Rockchip 3568002 erratum workaround,https://git.kernel.org/torvalds/c/2d81e1bb625238d40a686ed909ff3e1abab7556a,https://git.kernel.org/torvalds/c/2d81e1bb625238d40a686ed909ff3e1abab7556a.patch
ROCKCHIP_ERRATUM_3588001,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1358,Rockchip 3588001: GIC600 can not support shareability attributes,,a8707f5538846611c90116c14f72539ad5fb37da,irqchip/gic-v3: Add Rockchip 3588001 erratum workaround,https://git.kernel.org/torvalds/c/a8707f5538846611c90116c14f72539ad5fb37da,https://git.kernel.org/torvalds/c/a8707f5538846611c90116c14f72539ad5fb37da.patch
RUSTC_SUPPORTS_ARM64,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,291,,CPU_LITTLE_ENDIAN && !SHADOW_CALL_STACK || RUSTC_VERSION >= 108200 || RUSTC_VERSION >= 108000 && UNWIND_PATCH_PAC_INTO_SCS,d077242d68a31075ef5f5da041bf8f6fc19aa231,rust: support for shadow call stack sanitizer,https://git.kernel.org/torvalds/c/d077242d68a31075ef5f5da041bf8f6fc19aa231,https://git.kernel.org/torvalds/c/d077242d68a31075ef5f5da041bf8f6fc19aa231.patch
SETEND_EMULATION,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1843,Emulate SETEND instruction,,2d888f48e056119495847a269a435d5c3d9df349,arm64: Emulate SETEND for AArch32 tasks,https://git.kernel.org/torvalds/c/2d888f48e056119495847a269a435d5c3d9df349,https://git.kernel.org/torvalds/c/2d888f48e056119495847a269a435d5c3d9df349.patch
SOCIONEXT_SYNQUACER_PREITS,ABSENT,其他,待人工确认,P2,实现路径差异,Partial,arm64 有而 riscv 无同名符号，需结合具体代码与依赖进一步确认。,逐项人工复核,arch/arm64/Kconfig,1368,Socionext Synquacer: Workaround for GICv3 pre-ITS,,558b01654d92332d3b7b17bf773cdce8ce16ef46,irqchip/gic-v3: Add workaround for Synquacer pre-ITS,https://git.kernel.org/torvalds/c/558b01654d92332d3b7b17bf773cdce8ce16ef46,https://git.kernel.org/torvalds/c/558b01654d92332d3b7b17bf773cdce8ce16ef46.patch
SWP_EMULATION,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1804,Emulate SWP/SWPB instructions,,bd35a4adc4131c530ec7d90242555eac7b3dbe3f,arm64: Port SWP/SWPB emulation support from arm,https://git.kernel.org/torvalds/c/bd35a4adc4131c530ec7d90242555eac7b3dbe3f,https://git.kernel.org/torvalds/c/bd35a4adc4131c530ec7d90242555eac7b3dbe3f.patch
THUMB2_COMPAT_VDSO,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1779,Compile the 32-bit vDSO for Thumb-2 mode,COMPAT_VDSO,625412c210fb6423e40cb22de7d14fc3bb9d9e79,arm64: vdso32: add CONFIG_THUMB2_COMPAT_VDSO,https://git.kernel.org/torvalds/c/625412c210fb6423e40cb22de7d14fc3bb9d9e79,https://git.kernel.org/torvalds/c/625412c210fb6423e40cb22de7d14fc3bb9d9e79.patch
TRANS_TABLE,ABSENT,内存/MMU,地址映射模型,P0,地址空间模型差异,Partial,体现 Arm64 的地址翻译与 I/O 映射约束。RISC-V 需要独立实现同类约束。,RISC-V MMU/IOMMU 映射策略,arch/arm64/Kconfig,1633,,HIBERNATION || KEXEC_CORE,072e3d96a79a5876691c6532f91f930157144a2a,arm64: hibernate: move page handling function to new trans_pgd.c,https://git.kernel.org/torvalds/c/072e3d96a79a5876691c6532f91f930157144a2a,https://git.kernel.org/torvalds/c/072e3d96a79a5876691c6532f91f930157144a2a.patch
UNMAP_KERNEL_AT_EL0,ABSENT,安全/隔离,硬化与投机缓解,P0,防护机制依赖差异,Partial,为 Arm 特定缓解路径；RISC-V 可实现同类防护但硬件和编译器前置条件不同。,RISC-V Spectre/CFI/ASLR 路线,arch/arm64/Kconfig,1680,Unmap kernel when running in userspace (KPTI),,084eb77cd3a81134d02500977dc0ecc9277dc97d,arm64: Kconfig: Add CONFIG_UNMAP_KERNEL_AT_EL0,https://git.kernel.org/torvalds/c/084eb77cd3a81134d02500977dc0ecc9277dc97d,https://git.kernel.org/torvalds/c/084eb77cd3a81134d02500977dc0ecc9277dc97d.patch
UNWIND_PATCH_PAC_INTO_SCS,ABSENT,安全/隔离,硬化与投机缓解,P0,防护机制依赖差异,Partial,为 Arm 特定缓解路径；RISC-V 可实现同类防护但硬件和编译器前置条件不同。,RISC-V Spectre/CFI/ASLR 路线,arch/arm64/Kconfig,2340,Enable shadow call stack dynamically using code patching,CC_IS_CLANG && ARM64_PTR_AUTH_KERNEL && CC_HAS_BRANCH_PROT_PAC_RET && SHADOW_CALL_STACK,3b619e22c4601b444ed2d6a5458271f72625ac89,arm64: implement dynamic shadow call stack for Clang,https://git.kernel.org/torvalds/c/3b619e22c4601b444ed2d6a5458271f72625ac89,https://git.kernel.org/torvalds/c/3b619e22c4601b444ed2d6a5458271f72625ac89.patch
UNWIND_TABLES,ABSENT,其他,待人工确认,P2,实现路径差异,Partial,arm64 有而 riscv 无同名符号，需结合具体代码与依赖进一步确认。,逐项人工复核,arch/arm64/Kconfig,445,,,68c76ad4a9571a2b603665c85cf8229bcf04982a,arm64: unwind: add asynchronous unwind tables to kernel and modules,https://git.kernel.org/torvalds/c/68c76ad4a9571a2b603665c85cf8229bcf04982a,https://git.kernel.org/torvalds/c/68c76ad4a9571a2b603665c85cf8229bcf04982a.patch
XEN_DOM0,ABSENT,虚拟化,Hypervisor与调试,P0,虚拟化模型差异,Partial,绑定 Arm EL2/nVHE/Xen 设计。RISC-V 应基于 H 扩展 + KVM + AIA 独立实现。,H扩展/KVM/嵌套虚拟化路线,arch/arm64/Kconfig,1637,,XEN,aa42aa1389a54d1afb1c7606c5a37c3429cdf517,arm64/xen: introduce CONFIG_XEN and hypercall.S on ARM64,https://git.kernel.org/torvalds/c/aa42aa1389a54d1afb1c7606c5a37c3429cdf517,https://git.kernel.org/torvalds/c/aa42aa1389a54d1afb1c7606c5a37c3429cdf517.patch
XEN,ABSENT,虚拟化,Hypervisor与调试,P0,虚拟化模型差异,Partial,绑定 Arm EL2/nVHE/Xen 设计。RISC-V 应基于 H 扩展 + KVM + AIA 独立实现。,H扩展/KVM/嵌套虚拟化路线,arch/arm64/Kconfig,1641,Xen guest support on ARM64,ARM64 && OF,aa42aa1389a54d1afb1c7606c5a37c3429cdf517,arm64/xen: introduce CONFIG_XEN and hypercall.S on ARM64,https://git.kernel.org/torvalds/c/aa42aa1389a54d1afb1c7606c5a37c3429cdf517,https://git.kernel.org/torvalds/c/aa42aa1389a54d1afb1c7606c5a37c3429cdf517.patch
